text,Anger,Fear,Joy,Sadness,Surprise
i was more happy and excited about mamapink's interactions with each other than i was about any of their wins i gtg,0,0,1,0,0
"Another cup of coffee with cookies and smart, intelligent, brilliant ,the best  #attorneysatlaw . What can I do? God made us! #happy",0,0,1,0,0
@BeckAdlington Always saddens me when marriage doesn't work. It's never helps when people get involved and start twisting things too..,0,0,0,1,0
"I don't want money. My wounds couldn't be healed with any amount of money. But there is a medicine. And that is my hatred, my resentment.",1,0,0,1,0
"You are MINE, my baby, my headache, my love, my smile, my frown, my wrong, my right, my pain, my happiness, my everything.",0,0,1,0,0
Good morning. ❤️ Start every #morning by waking up and thinking of the things you're #grateful for. 🙏 #goodmorning,0,0,1,0,0
'She's alway been an achiever'\nI feel like I'm not.\n #thoughts ,0,0,0,1,0
@GLOBALINTLrp Not like that.. You said you wanna leave for a while and come back soon. I don't look for you bcs i'm afraid i'll annoy you..,1,1,0,0,0
@SueLeibman Just got an audition for a lead role in a #SAGFilm #actor #moviestar #awesome #happy  @IMDb #Me #RT,0,0,1,0,0
I think I have post gay weekend blues... so I bought a dildo 👍🏻,0,0,1,1,0
Just enjoyed a delicious salad drenched in Theon Nectar's Greek Extra Virgin Olive Oil  – absolutely DELICIOUS!! Mmmmm! #yummy #healthy,0,0,1,0,1
#sad #realDonaldTrump #faketweets: Working hard to get the Olympics for the United States (L.A.). Stay tuned! #cnn,0,0,0,1,0
"Watching a training video with @markproskills, in theory quality work, yet application was horrid and a product of poor coaching development",1,1,0,1,0
Bout to cry 😭 I just wanna sleep I hate this job 😩,1,0,0,1,0
Received an award at work today.. doesn't mean I need to go up on stage... I'm good thanks. Let me just do my work. #stagefright #shaking 😳,0,1,1,0,0
I'm shaking in my boots now. The Taffia are in full flow 😂😂,0,1,1,0,1
"@responficient11 there would likely have been signs. But let her grieve. It's not your yen yen yen, after all.",0,0,0,1,0
I really want a fucking knife that I'm not afraid to use!,1,0,0,0,0
@quick13 i wish she were a servant! i'd have her start at my house by picking up the dog💩in my back yard. #adorable! ... #deplorable!,1,0,1,0,0
Can't sleep!! Maybe #worry !!!!!! Or Maybe I need to Chang my pillow !! Maybe..!😏,0,1,0,1,0
A beautiful day starts with you being cheerful and letting the #joy of the #Lord spring out of you &lt;3\n\nNelly Cruz,0,0,1,0,0
✧ omg this photo tho 😂 anyways did we talked already?? i rarely see u on my tl :( i hope we can be more close ily! 💕,0,0,1,1,0
So I'm pretty sure the @Indians are the MVP of the @AllStarGame  #defense #pitching,0,0,1,0,0
"I feel like I tried to do this one for SB Nation once and my conclusion was 'wait, actually, almost everybody is #mad #online'",1,0,1,1,0
"Finally its time, i have a cuppa n its time to watch what i already know will be an epic ep of Game of Thrones #bliss",0,0,1,0,0
Can't pretend that I was perfect leaving you in fear #revenge 🔥🔥🔥,1,1,0,0,0
When you're leaving for work and your husband is still sound asleep in bed... 😅 can I just stay home?,0,0,0,1,0
See me smiling fuck u can't make u crying,1,0,1,1,0
"@HighElfBitch &gt; She strikes out again, a slap, then another, advancing, furious, spitting every word. 'Dosph'natha waela lotha ligrr lu'dos&gt;",1,0,0,0,0
Happy bday @Dineo_Jazzz . You legit the big sister I never had 😌 have an amazing day dude 🙏🏽,0,0,1,0,0
😡 ILLEGAL PARKING 🚗 (thread),1,0,0,1,0
@Impeach_D_Trump I was wondering earlier how much NPD rage has been slung at Jr. because he's not as cocky as usual. Lol Hopefully a lot.,1,0,0,0,0
"I still think of you\njust to check\nif it still hurts.\nYes, it does!💔  #selenophile😌😌😌",0,0,0,1,0
Excellent customer service from @ao this morning. Thank you Kharis for your help! #CustomerService ,0,0,1,0,1
Happy 1 year anniversary to me &amp; my shawty❤️😭🌸 it's been an amazing year together.,0,0,1,0,0
"#PMDD symptoms: Feelings of #sadness or #despair, or even thoughts of suicide.",0,0,0,1,0
Whether my glass is half empty or its half full. I'm just grateful I even have a glass and that there's something in it.\n #optimism 🤔,0,0,1,0,0
That's not to be all depressing and suicidal (although it could apply) but I never had it in me to find a passion and stick to it.,0,0,0,1,0
"5,877 #impressions over the last 24 hours. I've had an insightful #pleasure enlightening you all today, I hope I have been of #service. #USA",0,0,1,0,0
"@vspearson85 @tjathurman I can do it too, though it also happens involuntarily when I'm really tired or really bored, which is irritating :S",1,0,0,1,0
"#TrumpRally : divisive, rude, incoherent. This man is truly insane. #terrifying #ridiculous I am an Arizonan Against Trump.",1,0,0,0,0
"@danabente Well, thank you. Sincerely 😊",0,0,1,0,0
Why do Liberal Americans spend so much time crying? And when they aren't crying they're burning the US flag or protesting! Embarrassing!😲😲🤧🤧,1,0,0,1,0
@dngokingyok They are my hetero guilty pleasure 😂,0,0,1,0,0
12 PM Reminder: You are ok. You are safe. Don't panic. #anxiety #calm #panic,0,1,0,0,0
"If you're nervous about tomorrow's #Origin game, just remember, if it's a decider next year it will again be the 'biggest game of all time'",0,1,0,0,0
@kristeen_battle Your AVI♥♥♥A-one #smile #hairstyle #pretty,0,0,1,0,0
@GoldingBF Genuine refugees are terrified of authority figures. They wouldn't provoke them like this mob.,1,1,0,0,0
i know my moods are dreadful when i sleep for 14 hours naturally\n\nwould rather be sleeping right now to be honest though,1,0,0,1,0
@RockyNH72 @AddyBryne @CNN Sorry if you’re upset. Who’s your champions btw? Who’s your main draw? Biggest star? 😂,0,0,1,1,1
You can clearly appreciate the sub-harmonics in both...-ONE💯😂😂😂👍🏿 ,0,0,1,0,0
@jacksfilms the emoji movie doesnt have a midnight premiere where i live this is an attack #EmojiMovie #midnightpremeire #outrage,1,0,0,0,0
@ABC We miss James Comey....he seemed to bring some order to the horrific chaos. We pray for you dear American friends... and Trump voters!,0,1,0,1,0
The lack of humanity iv seen today is sickening 😠,1,0,0,1,0
@tarabrazil2 Guess who got a ghd now😃😃 no need to dread coming up and getting ready in mine with my boots straighter,0,0,1,0,0
@HuffPostUK As comical as this I really do despair for this country.,0,0,1,1,0
Should I be flattered that locals keep asking if Im Swedish? #Swedish #beautiful #Europe,0,0,1,0,1
"Dear fellow #humans do not fall in #despair ! Soon we'll #drink #beer in #satanists élites skulls, #celebrating #end of #kakocracy 🐬",0,0,1,0,0
I'm so sorry\nfor so many things\nI never say it\nmy burden to bear\nSo tired of talking\neven dreams grow stale\nMadness a relief\nto my #despair?,0,0,0,1,0
"im trying to stop being a bitter, easily annoyed bitch. lets see how this goes",1,0,0,0,0
@TerraJole is a bully.  plain and simple. ,1,0,0,0,0
Skyq is 👌🏼 but it's about time @SkyUK sorted there internet out! #dreadful,1,0,0,0,0
"#AmazonPrimeDay2017 is basically my new favorite holiday.  GPS watch, food storage, pet toys, books acquired! @amazon #happy #shopping",0,0,1,0,0
Bitch do not offend me.,1,0,0,0,0
Majka didn't start  :(,0,0,0,1,0
"Idiot, @realDonaldTrump, says dumb stuff about his idiot son.  #shocking #TheAppleDoesntFallFarFromTheTree",1,0,0,0,0
Sam all she fuckin said was about you meeting her rents on Friday which WAS GOING TO HAPPEN ANYWAY YOU DICK #cbb #cbbfinal #arsehole,1,0,0,0,0
My soon to be ex wife needs to learn to chill out &amp; smile ,1,0,1,0,0
"@DVATW Trot on Dai bach,  however having read your timeline I dread to think what your #fantasy could be...",0,1,0,0,0
"We may always rejoice, if we will only keep our head a little raised above the flood of human things. -St. John Chrysostom #quotes #joy",0,0,1,0,0
@BlackPilledPete McCain is revolting,1,0,0,0,0
"@call_me_salome I really, really hope my kidney holds up ",0,1,0,0,0
Real happiness comes from the person who you truly love the most.. 😍 #071117,0,0,1,0,0
@TracyMcMillan saw your insta about #anger. \n1) helpful perspectives! 2) thank you 3) I'm not an angry person: how to talk to angry people?,1,0,1,0,0
Nothing better than a clear head #smiles all round,0,0,1,0,0
"@ToddWestervelt Psalm 109:17\nAs he loved #cursing, so let it come to him; As he did not #delight in #blessing, so let it be far from [1/2]",0,0,1,0,0
"Do you ever fall asleep before you set your alarm, but then the Lord wakes you up on time anyways 🙌🏻 #WontHeDoIt",0,0,1,0,0
Nothing fuels my daily anger and hatred like a bus driver who stops at a yellow light,1,0,0,0,0
"@markaw214 @appleofeden_3 @jjasq @XxPLWxX Ring a ring of roses isto do with the plague, Im sure that will offend someone",1,0,0,0,0
Fear is worse then aversion to risk. Got to do what you got to do.  #beautiful #life,0,1,1,0,0
"@camiIasvibe happy birthday girly. hope you have an amazing day, and I wish you a year of happiness and success 💞",0,0,1,0,0
@waglenikhil don't worry we will take revenge u plan to run naked first .. when r u doing it ... We are showing ur hypocrisy,1,0,0,0,0
Why am I listening to Trump when #BachelorInParadise is suppose to be on...get this crap off my TV! #ugh ,1,0,0,0,0
'Anger is a loaded weapon...be careful where you point it.' ~ @FSonnenberg #anger,1,0,0,0,0
"Who is terrorist? A person who uses unlawful violence and intimidation, especially against civilians, in the pursuit of political aims.",1,1,0,0,0
"ㅤ❬ @Redolent0fGrief ❭\nㅤㅤㅤ— know what else to use to make you stop sulking..” He sighed heavily, before putting on a weary expression.",0,0,0,1,0
@aena_lene I want to snatch that beanie 🙃 tbh I'm kinda scared as well 😂,0,1,1,0,0
It's hard to get me mad but when I'm mad I hold a grudge,1,0,0,0,0
#UKVI why are you so difficult to access? And why on earth am I being charged exorbitant amounts to understand about my visa status?!  #crap,1,0,0,0,0
@itsjohnjosh yessss!!! i'm so glad 😊,0,0,1,0,0
@Shaftesbury_LRC Genius! Love the poster 😃. The #excitement is on for next Monday 😃,0,0,1,0,0
I am #extremely #talented and had #manyexperiences people wouldn't #wish #for and #dread yet had amazing moments too... #life #psychic,0,0,1,0,0
i miss my boys so much 😭 rest well babies @BTS_twt 😚,0,0,1,1,0
Trump's a Magician.\nBut the Prestige keeps being NOTHINGBURGERS AGAIN\nAnd the idiots keep foaming at the mouth in packs over it..,1,0,0,0,0
"@FairtradeUKNews @adamawine Wishing you a joyful day with great food, wine and company 👌",0,0,1,0,0
@katymilligan @LimerickArts @creativeirl @Limerick_ie BTW - lunch is included in the ticket price #yummy #food,0,0,1,0,0
That eclipse sucked #dissapointed,1,0,0,1,0
@myouimina U r but idk to what extent u can go with teasing me 😃 u love it too much.,0,0,1,0,0
"Hello everyone! it's 6:30 in the #morning, the #sun is just rising in #DominicanRepublic, hope you have a great #day #today! keep .",0,0,1,0,0
"@xSynYT no offense but one of my friend watches you and calls you his 'Synpie' which i have no idea why but, he watches your videos",0,0,1,0,0
So tired. All these freshies and all i'm unhappy at are these volunteers.,1,0,0,1,0
See a TrueTwit\nwho's smiling so brightly.\nWell we reckon we're cool\nand we reckon rightly!!,0,0,1,0,0
@GraysonDolan Happy Tuesday Gray ❤❤❤ #excited,0,0,1,0,0
I start my day thanking my stars. Then I see my colleague walk away early (notice period- honeymoon scenes) and I wonder 'WHY GOD WHY !',0,0,0,1,0
@Skyscanner horrified to learn that I cant change/exchange by flight to Lisbon 6 weeks before departure!!!! #omegaflightstore £200 ,1,0,0,0,0
@tweetheart2017 @s_cala @Tooda @DonaldJTrumpJr @JamesESmithJr34 Being #gay is not an #insult,1,0,0,0,0
"It's not length, it's A #gnawing #sense of #dread.",0,1,0,1,0
@vickis72_vicki #sorrow of the #world produces #death. [2/2],0,1,0,1,0
happy birthday bb! i hope u had an amazing birthday 🎉 @ultsdonghan,0,0,1,0,0
@MarcMero Happy Anniversary!! Have a great day!!,0,0,1,0,0
@Independent He will be jeered even more by next year. Doesn't seem to get it that every last European including Brits think he is dreadful,1,0,0,0,0
"Do what makes you happy, be with who makes you smile, laugh as much as you breathe, and love as long as you live! #f4f",0,0,1,0,0
Day 10 !!!! #milestone #sober slept 12 hours last night rather than my usual 6 my body made me had no choice.,0,0,0,1,0
Feeling #grateful for the @davidlynchfoundation.la for teaching us how to meditate. Happy #WellnessWednesday! #justbreathe #foreverwellness,0,0,1,0,0
@BachParadise  #DeMario was a player but even an allegation of #sexualassault will ruin a life. Be damned sure it's true. #heartbreaking,0,0,0,1,0
"There's no pine in it, there's no apple in it, Let's call it Pineapple #funny",0,0,1,0,1
@KokuKokuBoo It's kay. They were my main healer/caster in HW...but not for SB (for now) sadly.,0,0,0,1,0
@StefanMolyneux I haven't read the Constitution and I don't know you're Canadian. #sad,0,0,0,1,0
#MiamiBryce asks Buck about Dak Prescott live during ASG. And DC sports talk radio producers get to take the rest of the night off. #outrage,1,0,0,0,0
"What an amazing statement, really clears things up. @realDonaldTrump #believeme #tremendous #maga #russia",0,0,1,0,0
@BenWillisUK @mushenska @ceciliacw @orionbooks It's EXCELLENT! #grippedbyfear #fearful #fearsome #fearfearfear,0,1,1,0,0
Good insights on the gap between research optimism and research experience from David Smith #solentconf17,0,0,1,0,0
Oh nooo... Sometimes do feel not to talk to someone sitting beside me... #life  #feeling,1,1,0,1,0
"@PeriodLivingMag Even if you have a #small #space, you can ave a #great one! These #tiny #bathrooms definitely prove it! ~JMK",0,0,1,0,0
@RoguePOTUSStaff Maybe Don Jr isn't dumb but wants to take revenge on his dad?,1,0,0,0,1
Then I frown,1,0,0,1,0
idk why i been so bad at talking to ppl lately 😩 like something is literally holding me back but i can’t pinpoint what it is 😞,0,1,0,1,0
Just because you're having a shit time doesn't mean that others have to pussyfoot around you &amp; make their #anxiety worse..... 😡😡😡,1,1,0,1,0
I am so ready for an #adventure starting to get #bored and #restless need a buddy to #explore with someone who likes to do new things,0,0,1,1,1
@Dansgaming YES!! I love making my own coffee drinks at home! #super  !!,0,0,1,0,0
Happy #worldfringeday I can't think of a more appropriate year to perform at the @edfringe for the first time with @CultureClashUK ,0,0,1,0,0
